Fragmento,Comunidad,Lugar,Locacion,Year,FECHA,UTM1,UTM2,ELEV,# TRANSECTO,Total >10 DAP,Total >50 DAP,# Cecropias,# Melastomataceae,DEN 1 N,DEN 2 S,DEN 3 E,DEN 4 W,Dosel_metros,TIPO DE BOSQUE,NOTAS,Fragment description,Nota Luis
Fragment,Viche Cañabraval,Finca Simón Mendoza,91,2015,29-Jan-15,637901,45620,315,C2,17,4,0,0,16,10,18,15,45,Primary,,Viche,
Fragment,Viche Cañabraval,Finca Simón Mendoza,91,2015,29-Jan-15,637919,45636,308,C3,9,4,0,0,13,24,10,8,40,Primary,,Viche,
Fragment,Viche Cañabraval,Finca Letty Arboleda Reascos ,92,2015,1-Feb-15,636228,46679,300,B1,17,2,0,0,17,10,13,8,35,Primary,,Viche,"En el proyecto fragmentos se utilizó 4 redes al borde y 4 redes en el centro de cada fragmento, entonces en cada transecto de 4 redes se tomó 3 medidas de habitat (centro, medio y fin) "
Fragment,Viche Cañabraval,Finca Letty Arboleda Reascos ,92,2015,1-Feb-15,636257,46672,307,B2,15,2,0,0,8,7,6,8,50,Primary,,Viche,
Fragment,Viche Cañabraval,Finca Letty Arboleda Reascos ,92,2015,1-Feb-15,636261,46662,307,B3,13,1,2,0,7,10,6,9,35,Altered,,Viche,
Fragment,Viche Cañabraval,Finca Letty Arboleda Reascos ,92,2015,1-Feb-15,636132,46849,297,C1,11,4,0,0,6,10,9,14,40,Primary,,Viche,
Fragment,Viche Cañabraval,Finca Letty Arboleda Reascos ,92,2015,1-Feb-15,636115,46830,306,C2,18,2,0,0,10,16,9,17,40,Primary,,Viche,
Fragment,Viche Cañabraval,Finca Letty Arboleda Reascos ,92,2015,1-Feb-15,636114,46823,308,C3,20,3,0,0,11,8,6,4,30,Primary,,Viche,
Fragment,Viche Cañabraval,Finca Letty Arboleda Reascos ,93,2015,5-Feb-15,636705,46748,311,B1,11,0,2,0,11,22,16,15,20,Secondary,,Viche,"En el proyecto fragmentos se utilizó 4 redes al borde y 4 redes en el centro de cada fragmento, entonces en cada transecto de 4 redes se tomó 3 medidas de habitat (centro, medio y fin) "
Fragment,Viche Cañabraval,Finca Letty Arboleda Reascos ,93,2015,5-Feb-15,636689,46722,313,B2,18,0,0,0,8,18,18,22,20,Secondary,,Viche,
Fragment,Viche Cañabraval,Finca Letty Arboleda Reascos ,93,2015,5-Feb-15,636675,46712,347,B3,19,0,0,0,23,20,22,19,20,Secondary,,Viche,
Fragment,Viche Cañabraval,Finca Letty Arboleda Reascos ,93,2015,5-Feb-15,636563,46598,309,C1,19,0,2,0,6,14,13,8,20,Secondary,,Viche,
Fragment,Viche Cañabraval,Finca Letty Arboleda Reascos ,93,2015,5-Feb-15,636584,46593,299,C2,15,4,1,0,12,14,11,12,20,Altered,,Viche,
Fragment,Viche Cañabraval,Finca Letty Arboleda Reascos ,93,2015,5-Feb-15,636612,46590,288,C3,18,0,1,0,8,6,14,13,30,Secondary,,Viche,
Fragment,Taguales,Finca Gaudencio Bravo,2,2015,8-Mar-15,642482,44622,346,B1,29,2,0,0,15,6,12,12,30,Altered,,Taguales,"En el proyecto fragmentos se utilizó 4 redes al borde y 4 redes en el centro de cada fragmento, entonces en cada transecto de 4 redes se tomó 3 medidas de habitat (centro, medio y fin) "
Fragment,Taguales,Finca Gaudencio Bravo,2,2015,8-Mar-15,642515,44608,349,B2,30,2,0,0,6,8,5,9,30,Altered,,Taguales,
Fragment,Taguales,Finca Gaudencio Bravo,2,2015,8-Mar-15,642538,44617,353,B3,24,1,0,0,12,10,6,9,40,Primary,,Taguales,
Fragment,Taguales,Finca Gaudencio Bravo,2,2015,8-Mar-15,642601,44520,365,C1,14,4,0,0,6,9,7,22,40,Primary,,Taguales,
Fragment,Taguales,Finca Gaudencio Bravo,2,2015,8-Mar-15,642620,44498,365,C2,12,4,0,0,14,7,9,10,40,Primary,,Taguales,
Fragment,Taguales,Finca Gaudencio Bravo,2,2015,8-Mar-15,642658,44506,377,C3,9,3,0,0,13,20,10,10,30,Altered,,Taguales,
Fragment,Taguales ,Finca Cristóbal Quijije ,94,2015,11-Mar-15,642575,45700,416,B1,27,2,0,3,7,6,16,10,30,Secondary,,Taguales,"En el proyecto fragmentos se utilizó 4 redes al borde y 4 redes en el centro de cada fragmento, entonces en cada transecto de 4 redes se tomó 3 medidas de habitat (centro, medio y fin) "
Fragment,Taguales ,Finca Cristóbal Quijije ,94,2015,11-Mar-15,642549,45708,423,B2,18,3,1,0,17,4,10,8,35,Altered,,Taguales,
Fragment,Taguales ,Finca Cristóbal Quijije ,94,2015,11-Mar-15,642536,45714,431,B3,18,5,0,0,10,5,8,4,45,Primary,,Taguales,
Fragment,Taguales ,Finca Cristóbal Quijije ,94,2015,11-Mar-15,642406,45677,484,C1,16,1,0,0,4,7,10,5,40,Primary,,Taguales,
Fragment,Taguales ,Finca Cristóbal Quijije ,94,2015,11-Mar-15,642383,45668,484,C2,15,1,0,0,7,9,10,5,35,Primary,,Taguales,
Fragment,Taguales ,Finca Cristóbal Quijije ,94,2015,11-Mar-15,642347,45665,485,C3,16,0,0,0,7,8,5,5,30,Primary,,Taguales,
Fragment,Taguales ,Finca Herederos Masacón,95,2015,14-Mar-15,642860,45314,345,B1,8,2,0,0,9,13,7,11,35,Altered,,Taguales,"En el proyecto fragmentos se utilizó 4 redes al borde y 4 redes en el centro de cada fragmento, entonces en cada transecto de 4 redes se tomó 3 medidas de habitat (centro, medio y fin) "
Fragment,Taguales ,Finca Herederos Masacón,95,2015,14-Mar-15,642851,45307,349,B2,11,0,0,0,20,14,11,12,30,Altered,,Taguales,
Fragment,Taguales ,Finca Herederos Masacón,95,2015,14-Mar-15,642820,45289,355,B3,14,2,0,0,7,20,24,12,30,Altered,,Taguales,
Fragment,Taguales ,Finca Herederos Masacón,95,2015,14-Mar-15,642775,45175,380,C1,23,2,0,0,5,5,4,12,30,Altered,,Taguales,
Fragment,Taguales ,Finca Herederos Masacón,95,2015,14-Mar-15,642774,45152,381,C2,19,0,0,0,8,7,5,9,30,Secondary,,Taguales,
Fragment,Taguales ,Finca Herederos Masacón,95,2015,14-Mar-15,642785,45129,382,C3,25,0,0,0,4,6,4,5,25,Secondary,,Taguales,
Fragment,Taguales ,Finca Gilberto Bravo,1,2015,17-Mar-15,644044,44817,396,B1,12,0,0,0,8,7,9,13,35,Secondary,,Taguales,"En el proyecto fragmentos se utilizó 4 redes al borde y 4 redes en el centro de cada fragmento, entonces en cada transecto de 4 redes se tomó 3 medidas de habitat (centro, medio y fin) "
Fragment,Taguales ,Finca Gilberto Bravo,1,2015,17-Mar-15,644063,44809,399,B2,10,3,0,0,13,14,16,12,35,Altered,,Taguales,
Fragment,Taguales ,Finca Gilberto Bravo,1,2015,17-Mar-15,644043,44779,400,B3,5,0,0,0,10,8,9,13,36,Altered,,Taguales,
Fragment,Taguales ,Finca Gilberto Bravo,1,2015,17-Mar-15,643991,44668,405,C1,13,3,0,0,9,19,10,12,39,Altered,,Taguales,
Fragment,Taguales ,Finca Gilberto Bravo,1,2015,17-Mar-15,643954,44646,406,C2,14,5,0,0,23,19,27,24,40,Altered,esta parte del bosque el sotobosque fue talado solo quedan arboles grandes,Taguales,
Fragment,Taguales ,Finca Gilberto Bravo,1,2015,17-Mar-15,643945,44611,399,C3,12,2,0,0,14,11,11,13,45,Primary,,Taguales,
Fragment,Dogola ,Dogola ,98,2015,7-Oct-15,637313,39525,301,B1,3,1,1,0,18,45,39,42,25,Secondary,,Dogola ,"En el proyecto fragmentos se utilizó 4 redes al borde y 4 redes en el centro de cada fragmento, entonces en cada transecto de 4 redes se tomó 3 medidas de habitat (centro, medio y fin) "
Fragment,Dogola ,Dogola ,98,2015,7-Oct-15,637320,39510,319,B2,7,1,1,0,13,52,18,26,20,Altered,,Dogola ,
Fragment,Dogola ,Dogola ,98,2015,7-Oct-15,637323,39481,324,B3,8,0,0,0,15,42,24,13,30,Primary,,Dogola ,
Fragment,Dogola ,Dogola ,98,2015,7-Oct-15,637348,39416,341,C1,8,1,0,0,12,28,14,7,35,Primary,,Dogola ,
Fragment,Dogola ,Dogola ,98,2015,7-Oct-15,637356,39398,370,C2,9,1,0,0,48,36,52,24,40,Primary,,Dogola ,
Fragment,Dogola ,Dogola ,98,2015,7-Oct-15,637358,39377,367,C3,12,1,0,0,28,15,36,14,35,Primary,,Dogola ,
Fragment,Dogola ,Dogola ,99,2015,10-Oct-15,636521,40155,255,B1,5,2,0,0,14,18,22,11,38,Altered,,Dogola ,"En el proyecto fragmentos se utilizó 4 redes al borde y 4 redes en el centro de cada fragmento, entonces en cada transecto de 4 redes se tomó 3 medidas de habitat (centro, medio y fin) "
Fragment,Dogola ,Dogola ,99,2015,10-Oct-15,636539,40179,266,B2,8,1,0,0,8,14,6,32,30,Primary,,Dogola ,
Fragment,Dogola ,Dogola ,99,2015,10-Oct-15,636533,40195,264,B3,5,2,,,13,18,35,9,,,,Dogola ,
Fragment,Dogola ,Dogola ,99,2015,10-Oct-15,636479,40247,256,C1,7,0,,,6,8,14,4,,,,Dogola ,
Fragment,Dogola ,Dogola ,99,2015,10-Oct-15,636491,40271,263,C2,8,3,0,0,12,14,7,5,40,Primary,,Dogola ,
Fragment,Dogola ,Dogola ,99,2015,10-Oct-15,636488,40283,266,C3,6,1,,,11,14,6,18,,,,Dogola ,
Fragment,Dogola ,Dogola ,97,2015,13-Oct-15,638199,40011,281,B1,6,1,1,0,10,42,19,12,25,Secondary,,Dogola ,"En el proyecto fragmentos se utilizó 4 redes al borde y 4 redes en el centro de cada fragmento, entonces en cada transecto de 4 redes se tomó 3 medidas de habitat (centro, medio y fin) "
Fragment,Dogola ,Dogola ,97,2015,13-Oct-15,638199,40011,281,B2,10,1,2,0,11,7,15,18,15,Secondary,,Dogola ,
Fragment,Dogola ,Dogola ,97,2015,13-Oct-15,638220,40048,291,B3,6,1,0,0,12,14,18,6,45,Primary,,Dogola ,
Fragment,Dogola ,Dogola ,97,2015,13-Oct-15,638270,40077,301,C1,6,2,0,0,7,11,16,24,40,Primary,,Dogola ,
Fragment,Dogola ,Dogola ,97,2015,13-Oct-15,638273,40096,303,C2,6,2,0,0,8,15,22,9,40,Primary,,Dogola ,
Fragment,Dogola ,Dogola ,97,2015,13-Oct-15,638289,40119,309,C3,5,1,0,0,9,12,6,18,45,Primary,,Dogola ,
Fragment,Dogola ,Dogola ,96,2015,17-Oct-15,637878,39849,251,B1,5,0,0,0,7,6,8,11,20,Secondary,,Dogola ,"En el proyecto fragmentos se utilizó 4 redes al borde y 4 redes en el centro de cada fragmento, entonces en cada transecto de 4 redes se tomó 3 medidas de habitat (centro, medio y fin) "
Fragment,Dogola ,Dogola ,96,2015,17-Oct-15,637865,39837,260,B2,7,0,1,0,9,10,16,5,20,Secondary,,Dogola ,
Fragment,Dogola ,Dogola ,96,2015,17-Oct-15,637840,39825,279,B3,13,3,0,0,10,9,12,10,40,Primary,,Dogola ,
Fragment,Dogola ,Dogola ,96,2015,17-Oct-15,637777,39754,300,C1,8,1,0,0,6,24,15,10,40,Primary,,Dogola ,
Fragment,Dogola ,Dogola ,96,2015,17-Oct-15,637797,39744,310,C2,7,2,0,0,15,32,23,9,45,Primary,,Dogola ,
Fragment,Dogola ,Dogola ,96,2015,17-Oct-15,637817,39755,333,C3,8,2,0,0,13,10,9,8,45,Primary,,Dogola ,
,La Yesita,BBS,SV-250,2016,4-Sep-16,643233,38273,538,1,16,0,1,1,16,11,14,12,15,Secundario,,,
,La Yesita,BBS,SV-250,2016,4-Sep-16,643181,38196,525,2,8,0,0,0,33,21,18,21,10,Secundario,,,
,La Yesita,BBS,SV-250,2016,4-Sep-16,643043,38087,521,3,14,1,1,1,9,8,12,4,18,Secundario,,,
,La Yesita,BBS,SV-1450,2016,7-Sep-16,642279,37587,495,1,12,5,0,0,7,11,11,6,40,Primario,,,
,La Yesita,BBS,SV-1450,2016,7-Sep-16,642158,37548,496,2,19,3,0,0,6,8,7,11,40,Primario,,,
,La Yesita,BBS,SV-1450,2016,7-Sep-16,642056,37494,493,3,16,5,0,0,7,10,5,8,40,Primario,,,
,La Yesita,BBS,SM-950,2016,10-Sep-16,642581,38010,514,1,8,4,0,0,9,8,10,11,30,Secundario,,,
,La Yesita,BBS,SM-950,2016,10-Sep-16,642483,37971,510,2,12,0,0,0,10,22,18,5,30,Secundario,,,
,La Yesita,BBS,SM-950,2016,10-Sep-16,642419,37933,505,3,10,4,0,0,8,12,11,12,40,Primario,,,
,La Yesita,BBS,SLEK3-350,2016,13-Sep-16,643094,37245,578,1,9,0,0,0,15,11,8,10,25,Secundario,,,
,La Yesita,BBS,SLEK3-350,2016,13-Sep-16,643037,37254,558,2,14,0,0,0,9,7,9,10,30,Secundario,,,
,La Yesita,BBS,SLEK3-350,2016,13-Sep-16,642943,37275,539,3,9,2,0,0,17,5,13,10,40,Alterado,,,
,La Yesita,BBS,SR-400,2016,17-Sep-16,643594,37688,616,1,13,2,0,0,13,11,7,14,30,Primario,,,
,La Yesita,BBS,SR-400,2016,17-Sep-16,643518,37661,604,2,12,3,0,0,16,14,18,12,30,Primario,,,
,La Yesita,BBS,SR-400,2016,17-Sep-16,643433,37647,585,3,9,1,0,0,14,14,15,16,30,Primario,,,
,La Yesita,BBS,SCOP-200,2016,11-Oct-16,643506,39039,548,1,11,1,0,1,5,7,6,15,25,Secundario,,,
,La Yesita,BBS,SCOP-200,2016,11-Oct-16,643576,39063,540,2,20,0,0,0,9,4,9,14,25,Secundario,,,
,La Yesita,BBS,SCOP-200,2016,11-Oct-16,643589,39152,531,3,8,0,0,0,11,8,14,11,25,Secundario,,,
,La Yesita,BBS,SCAFE-375,2016,13-Oct-16,643343,39576,478,1,13,1,0,0,6,11,10,9,40,Primario,,,
,La Yesita,BBS,SCAFE-375,2016,13-Oct-16,643415,39583,480,2,17,2,0,0,15,12,14,9,30,Primario,,,
,La Yesita,BBS,SCAFE-375,2016,13-Oct-16,643777,39613,494,3,15,2,0,0,19,14,21,13,25,Primario,,,
,La Yesita,BBS,SCAFE-1600,2016,16-Oct-16,644265,40026,447,1,17,0,1,0,16,26,20,14,22,Secundario,,,
,La Yesita,BBS,SCAFE-1600,2016,16-Oct-16,644291,40076,432,2,13,1,4,0,12,6,8,15,30,Secundario,,,
,La Yesita,BBS,SCAFE-1600,2016,16-Oct-16,644368,40105,432,3,7,0,1,0,10,10,4,12,25,Secundario,,,
,La Yesita,BBS,SA-450,2016,19-Oct-16,642832,39563,553,1,13,5,0,0,14,11,16,14,35,Primario,,,
,La Yesita,BBS,SA-450,2016,19-Oct-16,642743,39647,552,2,15,2,0,0,21,15,9,16,30,Primario,,,
,La Yesita,BBS,SA-450,2016,19-Oct-16,642671,39700,541,3,13,3,0,0,16,10,9,15,39,Primario,,,
,La Yesita,BBS,SLEK5-800,2016,22-Oct-16,642936,38972,550,1,15,0,2,2,7,12,4,9,20,Secundario,,,
,La Yesita,BBS,SLEK5-800,2016,22-Oct-16,642935,38935,538,2,15,5,0,0,18,9,7,13,38,Primario,,,
,La Yesita,BBS,SLEK5-800,2016,22-Oct-16,642928,38865,538,3,7,5,0,0,6,7,10,14,35,Primario,,,
Fragment,EL Descanso,Finca Don Abraham,3,2016,27-Oct-16,649909,40009,459,1,11,1,1,0,6,14,20,8,32,Secundario,,,
Fragment,EL Descanso,Finca Don Abraham,3,2016,27-Oct-16,649841,39949,457,2,22,4,0,0,12,19,19,7,28,Alterado,,,
Fragment,EL Descanso,Finca Don Abraham,3,2016,27-Oct-16,649753,39923,446,3,20,2,0,0,9,10,5,7,39,Primario,,,
Fragment,Colorado,Finca Raúl Parrales (Túneles),7,2016,30-Nov-16,650267,47093,266,1,10,0,0,0,9,20,12,12,18,Cañaveral,,,
Fragment,Colorado,Finca Raúl Parrales (Túneles),7,2016,30-Nov-16,650263,47164,283,2,19,0,0,0,24,8,10,8,25,Secundario,,,
Fragment,Colorado,Finca Raúl Parrales (Túneles),7,2016,30-Nov-16,650316,47197,270,3,13,4,0,0,8,12,10,6,34,Secundario,,,
Fragment,Platano,Finca Felipe Loor,6,2016,3-Dec-16,648646,45356,329,1,22,0,0,0,16,4,21,9,18,Secundario,,,
Fragment,Platano,Finca Felipe Loor,6,2016,3-Dec-16,648667,45281,325,2,21,1,0,0,9,15,12,6,10,Secundario,,,
Fragment,Platano,Finca Felipe Loor,6,2016,3-Dec-16,648627,45205,345,3,18,0,0,0,15,10,13,6,14,Secundario,,,
Fragment,La Ye,Finca Díaz,11,2016,6-Dec-16,650877,40840,466,1,18,0,0,0,14,17,12,12,25,Secundario,,,
Fragment,La Ye,Finca Díaz,11,2016,6-Dec-16,650837,40861,449,2,12,1,0,0,16,6,15,12,25,Secundario,,,
Fragment,La Ye,Finca Díaz,11,2016,6-Dec-16,650774,40850,466,3,13,0,0,0,9,5,10,9,25,Secundario,,,
,La Yesita,BBS,Loma de Guerrilleros,2016,10-Dec-16,639500,41782,644,1,15,6,0,0,21,10,13,12,35,Primario,,,
,La Yesita,BBS,Loma de Guerrilleros,2016,10-Dec-16,639433,41797,639,2,15,3,0,0,14,10,14,15,30,Primario,,,
,La Yesita,BBS,Loma de Guerrilleros,2016,10-Dec-16,639372,41840,630,3,11,3,0,0,7,21,11,26,35,Primario,,,
,La Yesita,BBS,SP-100,2017,8-Jan-17,643569,38468,571,1,17,0,2,0,8,12,15,20,15,Secundario,,,
,La Yesita,BBS,SP-100,2017,8-Jan-17,643577,38541,563,2,14,0,2,0,18,13,9,13,20,Secundario,,,
,La Yesita,BBS,SP-100,2017,8-Jan-17,643600,38612,558,3,17,0,4,0,21,14,6,15,16,Secundario,,,
,La Yesita,BBS,SH-850,2017,11-Jan-17,644066,38903,547,1,12,1,1,1,7,6,5,9,20,Secundario,,,
,La Yesita,BBS,SH-850,2017,11-Jan-17,644083,38828,548,2,8,0,0,0,15,8,7,17,25,Secundario,,,
,La Yesita,BBS,SH-850,2017,11-Jan-17,644077,38768,547,3,10,0,0,0,3,12,10,6,30,Secundario,,,
,La Yesita,BBS,SP-1150,2017,14-Jan-17,644109,39129,461,1,18,2,0,0,11,12,16,14,30,Primario,,,
,La Yesita,BBS,SP-1150,2017,14-Jan-17,644168,39090,492,2,14,1,2,0,18,9,9,20,20,Secundario,,,
,La Yesita,BBS,SP-1150,2017,14-Jan-17,644229,39091,514,3,15,0,2,1,12,10,8,11,25,Secundario,,,
,La Yesita,BBS,SP-1550,2017,17-Jan-17,644334,38928,497,1,13,2,2,1,20,17,30,8,20,Secundario,,,
,La Yesita,BBS,SP-1550,2017,17-Jan-17,644335,38847,576,2,15,0,5,0,6,7,9,8,20,Secundario,,,
,La Yesita,BBS,SP-1550,2017,17-Jan-17,644306,38819,581,3,17,0,4,0,14,15,12,11,20,Secundario,,,
